date,price,momentum_1m,momentum_3m,momentum_6m,momentum_acceleration,price_to_sma20,price_to_sma50,price_to_sma200,sma_cross_20_50,bb_position,rsi,macd_line,macd_histogram,volatility_20d,hl_ratio,volume_ratio,volume_price_trend,obv_trend,skewness_60d,kurtosis_60d,autocorr_5d,sharpe_60d,day_of_week,month_effect,momentum_vol_ratio,volume_momentum,future_return_5d
2014-03-26,1987.4,-0.03502723909222438,-0.0028848807164538748,0.0,-0.05270720114306049,0.9783116469493108,0.9765538625913928,0.9784986228696936,0.9982032470293086,0.20744407440821255,32.42643562787265,-18.321784873554407,-9.370222113086392,0.11415466261057886,0.016805877025259063,1.090542603683899,-9269053.26659716,-10694024636.0,0.013703490958725162,0.10427536588918097,0.46156840102721103,-0.0198385385029422,3,3,-0.30684019637213106,-0.28943467880844154,0.001992553084431803
2014-03-27,2015.14,-0.021638968592665897,0.010394051373589175,0.0,-0.03592468287838013,0.9930562348634125,0.9903264360947187,0.9922819756198175,0.9972511136098257,0.40532185420478384,38.74335520329485,-16.042967852363518,-5.6731240735164015,0.12701987836218304,0.015889714858520986,1.0719068030174645,58273820.1269797,-2924929879.0,0.1266113525714409,0.08078709095791536,0.18847686777951783,0.01861355959123316,4,3,-0.17035891446033974,-0.17854619393488255,-0.006203042964756822
2014-03-28,2011.31,-0.030362196221357718,-0.0033299802282423796,0.0,-0.06056363850039703,0.9927093258588067,0.9885647907539251,0.9905470351137261,0.9958250265239565,0.39693842459506495,38.61759511193849,-14.380271122343629,-3.2083418747972097,0.12333186915977372,0.005588397611506933,1.0911839712253741,54780642.17571688,-3517262425.0,0.11558768782798765,0.23478816274346623,0.1296242806950366,-0.020756739973224053,5,3,-0.24618289196626186,-0.2512485097439761,-0.008551640473124511
2014-03-31,1997.17,-0.031764346557165646,-0.009571181321814781,0.0,-0.05140892501931249,0.9873267597898069,0.9819478574512043,0.9838356131908096,0.9945520545399299,0.3184442776408222,34.20154895814123,-14.041687973498028,-2.295806980761288,0.12406630794857812,0.014976191310704573,1.1592968666484185,-7928617.072997626,-3712555826.0,0.13655603687382759,0.12154281960898115,0.15547319871464904,-0.03849940325355913,1,3,-0.25602717677655923,-0.26478942812752065,0.002553613362908491
2014-04-01,1991.42,-0.026181441201783895,-0.008627255756067154,0.0,-0.04116074415297455,0.9857887753180058,0.9794796307270014,0.9812898698783021,0.9935999021809017,0.29817086674368476,32.0302128633555,-14.075086498208748,-1.8633644043776059,0.12141225041109054,0.00834078195458512,0.8310458714045393,-20939122.182994828,-3364524568.0,0.13137878207192275,0.13812885171846936,0.20214096527618836,-0.03582448468264566,2,4,-0.21564085265808006,-0.20942935795420364,0.007105482520010753
2014-04-02,1991.36,-0.028197194920795976,-0.008074438251219118,0.0,-0.04167969635510449,0.9871708342018881,0.9799552461383654,0.9815389974079496,0.9926906389314505,0.31737047628576714,33.365123265461804,-13.945639912176148,-1.3871342546760026,0.12087707765674557,0.0016822673951469897,0.8944602992463495,-9269160.047717698,-10462237517.0,0.12642663913628555,0.13793236438009987,0.18877175278754824,-0.03422116839933072,3,4,-0.23327164643132342,-0.22774816162225303,0.004790695805881429
2014-04-03,2002.64,-0.024971639734557516,-0.0051267784754788215,0.0,-0.0382172935814703,0.9940263317904874,0.9860658570117848,0.9872890023543026,0.9919916862118091,0.41272422967036804,41.168423186055975,-12.785467915573463,-0.18156980645865417,0.12280354889743968,0.014730555666520193,0.8038916567273668,-86303.15529633855,-11429804959.0,0.11277281165637265,0.0672857359184615,0.28625515749596103,-0.025475456241842335,4,4,-0.20334623843332714,-0.19877736945285127,0.008608636599688468
2014-04-04,1994.11,-0.03299469000800148,-0.008171933908303286,0.0,-0.049122450648972804,0.9914665985174563,0.9823381017289478,0.9833283864570795,0.9907929356347874,0.369431305663445,44.09769335142471,-12.411253753954952,0.15411548412788711,0.12162623650854634,0.009332484165868434,0.9340836002710113,18660355.483247776,-10799390265.0,0.13214249251678908,0.0252773795383328,0.3581455614966766,-0.034087824134142276,5,4,-0.27127937980456246,-0.26725511170317395,0.023629589140017337
2014-04-07,2002.27,-0.027552209810587702,-0.008237158848878101,0.0,-0.042582946656844256,0.9969297012875439,0.9867368321660822,0.9875332324904071,0.989775739344211,0.4501356139066863,48.31406030476603,-11.325687060334076,0.9917457421990115,0.1233241754545917,0.009823849930329113,1.1899418062293396,-18066043.2543449,-2386303513.0,0.13246859239575873,0.026830322902125545,0.3427995541988502,-0.03428082238299822,1,4,-0.22341288485429606,-0.23013441549320252,0.022094922263231176
2014-04-08,2005.57,-0.029113476722289255,-0.011839771383523878,0.0,-0.048613032541063306,1.0000700598051442,0.988626094795557,0.9893140058394866,0.9885568366962042,0.5012624682396228,45.622512791358716,-10.082856322479529,1.7876611840428467,0.1226534920898287,0.0047617385581156255,1.0837945386147203,15949791.96188773,4489881086.0,0.1538824440863655,0.10426210033830519,0.3673232534095304,-0.0449879292843523,2,4,-0.23736361864827452,-0.24071473031252882,0.0168231475341174
